Rez.-Nr.,Ident,ERP-Nr.,Name,Totalmenge,Richtdosierung in g/l,CAS-Nr.,Odour-Type 1,Odour-Type 2,Odour-Type 3,Threshold
189.068,R01642,60030183,gamma-Decalacton Kosher Halal,0.003219,0.5,706-14-9,warm,balsamic,fruity,"0,1"
189.075,R01642,60030183,gamma-Decalacton Kosher Halal,0.0104,0.25,706-14-9,warm,balsamic,fruity,"0,1"
185.294,R01642,60030183,gamma-Decalacton Kosher Halal,0.000903,0.8,706-14-9,warm,balsamic,fruity,"0,1"
185.664,R01642,60030183,gamma-Decalacton Kosher Halal,0.000819,0.4,706-14-9,warm,balsamic,fruity,"0,1"
186.192,R01642,60030183,gamma-Decalacton Kosher Halal,0.017618,0.23,706-14-9,warm,balsamic,fruity,"0,1"
185.028,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,0004375","0,400",706-14-9,warm,balsamic,fruity,"0,1"
185.043P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,0007","0,800",706-14-9,warm,balsamic,fruity,"0,1"
185.086,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,001176","0,300",706-14-9,warm,balsamic,fruity,"0,1"
185.091,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,0029","0,500",706-14-9,warm,balsamic,fruity,"0,1"
185.178HP,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,00291","0,300",706-14-9,warm,balsamic,fruity,"0,1"
185.267,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,00641","0,500",706-14-9,warm,balsamic,fruity,"0,1"
185.291,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,0018","1,0",706-14-9,warm,balsamic,fruity,"0,1"
185.314,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,004915","0,600",706-14-9,warm,balsamic,fruity,"0,1"
185.339P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,00054","1,000",706-14-9,warm,balsamic,fruity,"0,1"
185.382P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,00056","1,000",706-14-9,warm,balsamic,fruity,"0,1"
185.471,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,008932","1,000",706-14-9,warm,balsamic,fruity,"0,1"
185.507P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,001003","0,300",706-14-9,warm,balsamic,fruity,"0,1"
185.578P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,011357","0,120",706-14-9,warm,balsamic,fruity,"0,1"
185.796P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,000467","0,860",706-14-9,warm,balsamic,fruity,"0,1"
185.902P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,001803","0,500",706-14-9,warm,balsamic,fruity,"0,1"
185.922P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,000719","0,500",706-14-9,warm,balsamic,fruity,"0,1"
185.984P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,00218","0,400",706-14-9,warm,balsamic,fruity,"0,1"
186.179P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,001003","0,400",706-14-9,warm,balsamic,fruity,"0,1"
186.293P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,000229","1,100",706-14-9,warm,balsamic,fruity,"0,1"
186.395P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,00295","1,000",706-14-9,warm,balsamic,fruity,"0,1"
186.396P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,002458","1,000",706-14-9,warm,balsamic,fruity,"0,1"
186.569P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,000412","0,300",706-14-9,warm,balsamic,fruity,"0,1"
186.981P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,019","0,300",706-14-9,warm,balsamic,fruity,"0,1"
187.004P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,00703","0,200",706-14-9,warm,balsamic,fruity,"0,1"
187.064P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,013333","0,500",706-14-9,warm,balsamic,fruity,"0,1"
187.119P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,00058","1,900",706-14-9,warm,balsamic,fruity,"0,1"
187.246P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,0027","0,300",706-14-9,warm,balsamic,fruity,"0,1"
187.414P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,002193","0,400",706-14-9,warm,balsamic,fruity,"0,1"
187.482P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,00056","0,965",706-14-9,warm,balsamic,fruity,"0,1"
187.483P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,000611","0,350",706-14-9,warm,balsamic,fruity,"0,1"
187.507P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,004097","0,600",706-14-9,warm,balsamic,fruity,"0,1"
187.521P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,000418","0,600",706-14-9,warm,balsamic,fruity,"0,1"
187.657P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,002412","0,200",706-14-9,warm,balsamic,fruity,"0,1"
187.746P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,002606","1,000",706-14-9,warm,balsamic,fruity,"0,1"
187.783P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,001524","2,500",706-14-9,warm,balsamic,fruity,"0,1"
187.786P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,004861","0,400",706-14-9,warm,balsamic,fruity,"0,1"
187.787P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,004801","0,200",706-14-9,warm,balsamic,fruity,"0,1"
187.791P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,001317","1,000",706-14-9,warm,balsamic,fruity,"0,1"
187.799P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,002331","0,700",706-14-9,warm,balsamic,fruity,"0,1"
187.800P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,002389","1,000",706-14-9,warm,balsamic,fruity,"0,1"
187.826P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","1,1E-5","1,200",706-14-9,warm,balsamic,fruity,"0,1"
187.829P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,002108","0,500",706-14-9,warm,balsamic,fruity,"0,1"
187.834P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,002447","0,700",706-14-9,warm,balsamic,fruity,"0,1"
187.843P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,003034","0,600",706-14-9,warm,balsamic,fruity,"0,1"
187.886P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,003823","0,350",706-14-9,warm,balsamic,fruity,"0,1"
187.894P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,006946","0,250",706-14-9,warm,balsamic,fruity,"0,1"
187.895P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,006972","0,120",706-14-9,warm,balsamic,fruity,"0,1"
187.907,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,003709","2,000",706-14-9,warm,balsamic,fruity,"0,1"
187.914P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,00544","0,700",706-14-9,warm,balsamic,fruity,"0,1"
187.916P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,002389","1,000",706-14-9,warm,balsamic,fruity,"0,1"
187.923P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,000819","0,500",706-14-9,warm,balsamic,fruity,"0,1"
188.375P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,004263","0,600",706-14-9,warm,balsamic,fruity,"0,1"
188.402P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","3,8E-5","2,000",706-14-9,warm,balsamic,fruity,"0,1"
188.412P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,003768","0,400",706-14-9,warm,balsamic,fruity,"0,1"
188.491P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,00984","0,200",706-14-9,warm,balsamic,fruity,"0,1"
188.628P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,008194","0,300",706-14-9,warm,balsamic,fruity,"0,1"
188.656P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,00305","0,800",706-14-9,warm,balsamic,fruity,"0,1"
188.668P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG","0,0076","0,500",706-14-9,warm,balsamic,fruity,"0,1"
188.819,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0007,"0,3",706-14-9,warm,balsamic,fruity,"0,1"
188.977,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.01717,0.6,706-14-9,warm,balsamic,fruity,"0,1"
188.992,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.013,0.4,706-14-9,warm,balsamic,fruity,"0,1"
189.012,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0023,0.3,706-14-9,warm,balsamic,fruity,"0,1"
185.044,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0007,0.3,706-14-9,warm,balsamic,fruity,"0,1"
185.133,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.00308,1,706-14-9,warm,balsamic,fruity,"0,1"
186.821,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.00308,1,706-14-9,warm,balsamic,fruity,"0,1"
187.365,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.002237,0.5,706-14-9,warm,balsamic,fruity,"0,1"
185.321,R01643,60030184,gamma-Dodecalacton Halal,"0,000458","0,300",2305-05-7,warm,balsamic,fruity,"0,666666667"
187.885P,R01643,60030184,gamma-Dodecalacton Halal,"0,001911","0,900",2305-05-7,warm,balsamic,fruity,"0,666666667"
187.796P,R01643,60030184,gamma-Dodecalacton Halal Kosher,"0,014596","0,150",2305-05-7,warm,balsamic,fruity,"0,666666667"
189.051,R01643,60030184,gamma-Dodecalacton Halal Kosher,0.00005,0.2,2305-05-7,warm,balsamic,fruity,"0,666666667"
185.028,R01937,60030396,"gamma-Dodecalacton, natürlich Halal","1,171625E-5","0,400",2305-05-7,warm,balsamic,fruity,"0,666666667"
185.043P,R01937,60030396,"gamma-Dodecalacton, natürlich Halal","1,1E-5","0,800",2305-05-7,warm,balsamic,fruity,"0,666666667"
185.507P,R01937,60030396,"gamma-Dodecalacton, natürlich Halal",1E-6,"0,300",2305-05-7,warm,balsamic,fruity,"0,666666667"
185.796P,R01937,60030396,"gamma-Dodecalacton, natürlich Halal",1E-6,"0,860",2305-05-7,warm,balsamic,fruity,"0,666666667"
186.179P,R01937,60030396,"gamma-Dodecalacton, natürlich Halal",1E-6,"0,400",2305-05-7,warm,balsamic,fruity,"0,666666667"
187.894P,R01937,60030396,"gamma-Dodecalacton, natürlich Halal","0,00023","0,250",2305-05-7,warm,balsamic,fruity,"0,666666667"
188.819,R01937,60030396,"gamma-Dodecalacton, natürlich Halal",0.000011,"0,3",2305-05-7,warm,balsamic,fruity,"0,666666667"
185.044,R01937,60030396,"gamma-Dodecalacton, natürlich Halal",0.000011,0.3,2305-05-7,warm,balsamic,fruity,"0,666666667"
185.748P,R02419,60030038,gamma-Heptalacton Halal,1E-6,"0,100",105-21-5,warm,dairy,,
185.741P,R01644,60030185,gamma-Hexalacton Halal,9E-6,"1,000",695-06-7,warm,dairy,,5
185.675P,R01644,60030185,gamma-Hexalacton Halal Kosher,"7,8E-5","0,600",695-06-7,warm,dairy,,5
189.051,R01645,60030186,gamma-Nonalacton Halal Kosher,0.000006,0.2,104-61-0,warm,dairy,exotic,
185.309P,R01648,60030189,gamma-Undecalacton Halal,"0,000165","0,500",104-67-6,warm,fruity,dairy,"0,1"
185.615,R01648,60030189,gamma-Undecalacton Halal,"0,010198","0,150",104-67-6,warm,fruity,dairy,"0,1"
185.741P,R01648,60030189,gamma-Undecalacton Halal,"0,000846","1,000",104-67-6,warm,fruity,dairy,"0,1"
187.870P,R01648,60030189,gamma-Undecalacton Halal,"0,003253","1,000",104-67-6,warm,fruity,dairy,"0,1"
187.893P,R01648,60030189,gamma-Undecalacton Halal,"0,000695","2,300",104-67-6,warm,fruity,dairy,"0,1"
187.896P,R01648,60030189,gamma-Undecalacton Halal,"0,014984","0,250",104-67-6,warm,fruity,dairy,"0,1"
187.571P,R01648,60030189,gamma-Undecalacton Halal Kosher,"0,010935","0,100",104-67-6,warm,fruity,dairy,"0,1"
188.462KHP,R01648,60030189,gamma-Undecalacton Halal Kosher,3E-5,"0,700",104-67-6,warm,fruity,dairy,"0,1"
187.776,R01648,60030189,gamma-Undecalacton Halal Kosher,0.000427,0.4,104-67-6,warm,fruity,dairy,"0,1"
186.293P,R01985,60030438,"gamma-Undecalacton, natürlich Halal","0,002035","1,100",104-67-6,warm,fruity,dairy,"0,1"
186.985P,R01985,60030438,"gamma-Undecalacton, natürlich Halal","0,000102","1,200",104-67-6,warm,fruity,dairy,"0,1"
187.004P,R01985,60030438,"gamma-Undecalacton, natürlich Halal","2,4E-5","0,200",104-67-6,warm,fruity,dairy,"0,1"
187.895P,R01985,60030438,"gamma-Undecalacton, natürlich Halal","0,006571","0,120",104-67-6,warm,fruity,dairy,"0,1"
188.992,R01985,60030438,"gamma-Undecalacton, natürlich Halal",0.001,0.4,104-67-6,warm,fruity,dairy,"0,1"
187.015P,R01649,60030190,Geraniol Halal Kosher,9E-5,"0,350",106-24-1,floral,fruity,fresh,
185.309P,R01655,60030196,Glycerin (palmölfrei) Halal,"0,380035","0,500",56-81-5,odorless,,,
187.829P,R02561,60020084_+ÖK+,Grüne Minze-Öl Amerikanisch,"0,0001","0,500",8008-79-5,fresh,green,,
187.843P,R02561,60020084_+ÖK+,Grüne Minze-Öl Amerikanisch,8E-5,"0,600",8008-79-5,fresh,green,,
186.490P,R01659,60030200_+G+,Heliotropin Halal,"2,6E-5","0,500",120-57-0,warm,floral,balsamic,
187.519P,R01659,60030200_+G+,Heliotropin Halal,"1,9E-5","0,400",120-57-0,warm,floral,balsamic,
185.513P,R01662,60030203_+K+,Hexanal Kosher Halal,5E-5,"0,800",66-25-1,green,fresh,,"0,5"
185.727P,R01662,60030203_+K+,Hexanal Kosher Halal,"5,8E-5","1,000",66-25-1,green,fresh,,"0,5"
186.490P,R01662,60030203_+K+,Hexanal Kosher Halal,"1,1E-5","0,500",66-25-1,green,fresh,,"0,5"
186.950P,R01662,60030203_+K+,Hexanal Kosher Halal,"5,2E-5","1,000",66-25-1,green,fresh,,"0,5"
187.015P,R01662,60030203_+K+,Hexanal Kosher Halal,"0,00167","0,350",66-25-1,green,fresh,,"0,5"
187.519P,R01662,60030203_+K+,Hexanal Kosher Halal,"2,1E-5","0,400",66-25-1,green,fresh,,"0,5"
187.567P,R01662,60030203_+K+,Hexanal Kosher Halal,"0,0001444","0,200",66-25-1,green,fresh,,"0,5"
187.694P,R01662,60030203_+K+,Hexanal Kosher Halal,"3,24E-5","0,400",66-25-1,green,fresh,,"0,5"
187.695P,R01662,60030203_+K+,Hexanal Kosher Halal,"1,86E-5","0,750",66-25-1,green,fresh,,"0,5"
187.796P,R01662,60030203_+K+,Hexanal Kosher Halal,"0,001019","0,150",66-25-1,green,fresh,,"0,5"
187.920P,R01662,60030203_+K+,Hexanal Kosher Halal,"0,0001356","0,200",66-25-1,green,fresh,,"0,5"
188.462KHP,R01662,60030203_+K+,Hexanal Kosher Halal,"1,2E-5","0,700",66-25-1,green,fresh,,"0,5"
188.866,R01662,60030203_+K+,Hexanal Kosher Halal,0.00006,0.5,66-25-1,green,fresh,,"0,5"
185.086,R01908,60030381_+K+,"Hexanal, natürlich Halal","4,2E-5","0,300",66-25-1,green,fresh,,"0,5"
185.267,R01908,60030381_+K+,"Hexanal, natürlich Halal","6,8E-5","0,500",66-25-1,green,fresh,,"0,5"
185.339P,R01908,60030381_+K+,"Hexanal, natürlich Halal","0,00015","1,000",66-25-1,green,fresh,,"0,5"
185.507P,R01908,60030381_+K+,"Hexanal, natürlich Halal","0,000119","0,300",66-25-1,green,fresh,,"0,5"
185.796P,R01908,60030381_+K+,"Hexanal, natürlich Halal","5,6E-5","0,860",66-25-1,green,fresh,,"0,5"
186.179P,R01908,60030381_+K+,"Hexanal, natürlich Halal","0,000119","0,400",66-25-1,green,fresh,,"0,5"
187.004P,R01908,60030381_+K+,"Hexanal, natürlich Halal","1,2E-5","0,200",66-25-1,green,fresh,,"0,5"
187.119P,R01908,60030381_+K+,"Hexanal, natürlich Halal",1E-5,"1,900",66-25-1,green,fresh,,"0,5"
187.246P,R01908,60030381_+K+,"Hexanal, natürlich Halal","0,000168","0,300",66-25-1,green,fresh,,"0,5"
187.483P,R01908,60030381_+K+,"Hexanal, natürlich Halal",1E-6,"0,350",66-25-1,green,fresh,,"0,5"
187.799P,R01908,60030381_+K+,"Hexanal, natürlich Halal","6,06E-5","0,700",66-25-1,green,fresh,,"0,5"
185.237H,R01664,60030205,Hexanol Kosher Halal,"0,001386","0,500",111-27-3,green,unpleasant,,"0,5"
185.239,R01664,60030205,Hexanol Kosher Halal,"0,00013","0,200",111-27-3,green,unpleasant,,"0,5"
185.513P,R01664,60030205,Hexanol Kosher Halal,"0,00066","0,800",111-27-3,green,unpleasant,,"0,5"
185.514,R01664,60030205,Hexanol Kosher Halal,8E-6,"0,250",111-27-3,green,unpleasant,,"0,5"
185.621P,R01664,60030205,Hexanol Kosher Halal,8E-5,"0,200",111-27-3,green,unpleasant,,"0,5"
185.644P,R01664,60030205,Hexanol Kosher Halal,"6,1E-5","0,180",111-27-3,green,unpleasant,,"0,5"
185.675P,R01664,60030205,Hexanol Kosher Halal,"0,005","0,600",111-27-3,green,unpleasant,,"0,5"
185.741P,R01664,60030205,Hexanol Kosher Halal,"0,000268","1,000",111-27-3,green,unpleasant,,"0,5"
185.748P,R01664,60030205,Hexanol Kosher Halal,"0,000134","0,100",111-27-3,green,unpleasant,,"0,5"
186.277P,R01664,60030205,Hexanol Kosher Halal,"0,001385","0,500",111-27-3,green,unpleasant,,"0,5"
187.015P,R01664,60030205,Hexanol Kosher Halal,"0,00391","0,350",111-27-3,green,unpleasant,,"0,5"
187.519P,R01664,60030205,Hexanol Kosher Halal,"0,000496","0,400",111-27-3,green,unpleasant,,"0,5"
187.662P,R01664,60030205,Hexanol Kosher Halal,"0,000304","0,500",111-27-3,green,unpleasant,,"0,5"
187.752P,R01664,60030205,Hexanol Kosher Halal,"0,002108","0,170",111-27-3,green,unpleasant,,"0,5"
187.753P,R01664,60030205,Hexanol Kosher Halal,"0,002108","0,170",111-27-3,green,unpleasant,,"0,5"
187.796P,R01664,60030205,Hexanol Kosher Halal,"0,000368","0,150",111-27-3,green,unpleasant,,"0,5"
187.871P,R01664,60030205,Hexanol Kosher Halal,"0,000595","1,000",111-27-3,green,unpleasant,,"0,5"
188.462KHP,R01664,60030205,Hexanol Kosher Halal,"0,00203","0,700",111-27-3,green,unpleasant,,"0,5"
188.481KHP,R01664,60030205,Hexanol Kosher Halal,"0,003928","1,000",111-27-3,green,unpleasant,,"0,5"
188.820,R01664,60030205,Hexanol Kosher Halal,0.0022,"0,3",111-27-3,green,unpleasant,,"0,5"
188.866,R01664,60030205,Hexanol Kosher Halal,0.00052,0.5,111-27-3,green,unpleasant,,"0,5"
188.976,R01664,60030205,Hexanol Kosher Halal,0.0074,0.5,111-27-3,green,unpleasant,,"0,5"
189.051,R01664,60030205,Hexanol Kosher Halal,0.000385,0.2,111-27-3,green,unpleasant,,"0,5"
189.075,R01664,60030205,Hexanol Kosher Halal,0.003,0.25,111-27-3,green,unpleasant,,"0,5"
185.294,R01664,60030205,Hexanol Kosher Halal,0.001557,0.8,111-27-3,green,unpleasant,,"0,5"
185.028,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,0001925","0,400",111-27-3,green,unpleasant,,"0,5"
185.043P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,00021","0,800",111-27-3,green,unpleasant,,"0,5"
185.314,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,001059","0,600",111-27-3,green,unpleasant,,"0,5"
185.339P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,000176","1,000",111-27-3,green,unpleasant,,"0,5"
185.382P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,00046","1,000",111-27-3,green,unpleasant,,"0,5"
185.507P,R01949,60030406,"Hexanol, natürlich Kosher Halal",3E-6,"0,300",111-27-3,green,unpleasant,,"0,5"
185.578P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,000278","0,120",111-27-3,green,unpleasant,,"0,5"
185.796P,R01949,60030406,"Hexanol, natürlich Kosher Halal",2E-6,"0,860",111-27-3,green,unpleasant,,"0,5"
185.902P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,00103","0,500",111-27-3,green,unpleasant,,"0,5"
186.179P,R01949,60030406,"Hexanol, natürlich Kosher Halal",3E-6,"0,400",111-27-3,green,unpleasant,,"0,5"
186.293P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,000102","1,100",111-27-3,green,unpleasant,,"0,5"
186.395P,R01949,60030406,"Hexanol, natürlich Kosher Halal","6,5E-5","1,000",111-27-3,green,unpleasant,,"0,5"
186.396P,R01949,60030406,"Hexanol, natürlich Kosher Halal","5,4E-5","1,000",111-27-3,green,unpleasant,,"0,5"
186.981P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,00076","0,300",111-27-3,green,unpleasant,,"0,5"
187.004P,R01949,60030406,"Hexanol, natürlich Kosher Halal","4,4E-5","0,200",111-27-3,green,unpleasant,,"0,5"
187.119P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,00024","1,900",111-27-3,green,unpleasant,,"0,5"
187.482P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,00046","0,965",111-27-3,green,unpleasant,,"0,5"
187.507P,R01949,60030406,"Hexanol, natürlich Kosher Halal",9E-5,"0,600",111-27-3,green,unpleasant,,"0,5"
187.657P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,00478","0,200",111-27-3,green,unpleasant,,"0,5"
187.746P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,002163","1,000",111-27-3,green,unpleasant,,"0,5"
187.783P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,000251","2,500",111-27-3,green,unpleasant,,"0,5"
187.787P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,000975","0,200",111-27-3,green,unpleasant,,"0,5"
187.799P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,001402","0,700",111-27-3,green,unpleasant,,"0,5"
187.826P,R01949,60030406,"Hexanol, natürlich Kosher Halal",3E-6,"1,200",111-27-3,green,unpleasant,,"0,5"
187.829P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,004935","0,500",111-27-3,green,unpleasant,,"0,5"
187.843P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,006739","0,600",111-27-3,green,unpleasant,,"0,5"
187.894P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,004464","0,250",111-27-3,green,unpleasant,,"0,5"
188.412P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,003764","0,400",111-27-3,green,unpleasant,,"0,5"
188.491P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,000135","0,200",111-27-3,green,unpleasant,,"0,5"
188.628P,R01949,60030406,"Hexanol, natürlich Kosher Halal","0,00018","0,300",111-27-3,green,unpleasant,,"0,5"
188.819,R01949,60030406,"Hexanol, natürlich Kosher Halal",0.00021,"0,3",111-27-3,green,unpleasant,,"0,5"
188.992,R01949,60030406,"Hexanol, natürlich Kosher Halal",0.0044,0.4,111-27-3,green,unpleasant,,"0,5"
189.012,R01949,60030406,"Hexanol, natürlich Kosher Halal",0.0015,0.3,111-27-3,green,unpleasant,,"0,5"
185.044,R01949,60030406,"Hexanol, natürlich Kosher Halal",0.00021,0.3,111-27-3,green,unpleasant,,"0,5"
185.615,R02379,60030845,Hexansäure kräftig,"0,005372","0,150",142-62-1,unpleasant,fruity,floral,"0,1"
187.519P,R02379,60030845,Hexansäure kräftig,5E-5,"0,400",142-62-1,unpleasant,fruity,floral,"0,1"
187.870P,R02379,60030845,Hexansäure kräftig,"0,000397","1,000",142-62-1,unpleasant,fruity,floral,"0,1"
187.871P,R02379,60030845,Hexansäure kräftig,"0,000748","1,000",142-62-1,unpleasant,fruity,floral,"0,1"
187.892P,R02379,60030845,Hexansäure kräftig,"0,022637","0,200",142-62-1,unpleasant,fruity,floral,"0,1"
188.118P,R02379,60030845,Hexansäure kräftig,"0,0005","0,250",142-62-1,unpleasant,fruity,floral,"0,1"
185.028,R01950,60030407,"Hexansäure kräftig, natürlich Halal","0,0002275","0,400",142-62-1,unpleasant,fruity,floral,"0,1"
185.043P,R01950,60030407,"Hexansäure kräftig, natürlich Halal","0,000711","0,800",142-62-1,unpleasant,fruity,floral,"0,1"
